Versenyszám,Nem,Év,Helyezés,Név,Futó_név,Klub,Eredmény_sec
10 000 m,W,1991,1,Barócsi Heléna Szolnoki MÁV MTE,Barócsi Heléna,Szolnoki MÁV MTE,2023.3
10 000 m,W,1991,2,Visnyei Márta BVSC,Visnyei Márta,BVSC,2027.97
10 000 m,W,1991,3,Szabó Karolina Bp. Honvéd,Szabó Karolina,Bp. Honvéd,2053.41
10 000 m,W,1992,1,Visnyei Márta BVSC,Visnyei Márta,BVSC,1998.49
10 000 m,W,1992,2,Dóczi Éva VEDAC,Dóczi Éva,VEDAC,2055.38
10 000 m,W,1992,3,Földingné Nagy Judit Győri Dózsa,Földingné Nagy Judit,Győri Dózsa,2057.84
10 000 m,W,1993,1,Barócsi Heléna Szolnoki MÁV MTE,Barócsi Heléna,Szolnoki MÁV MTE,2026.35
10 000 m,W,1993,2,Dóczi Éva VEDAC,Dóczi Éva,VEDAC,2026.81
10 000 m,W,1993,3,Földingné Nagy Judit Győri Dózsa,Földingné Nagy Judit,Győri Dózsa,2036.5
10 000 m,W,1994,1,Dóczi Éva VEDAC,Dóczi Éva,VEDAC,2038.31
10 000 m,W,1994,2,Tóth Mónika Csepel,Tóth Mónika,Csepel,2038.41
10 000 m,W,1994,3,Javos Anikó Újpesti TE,Javos Anikó,Újpesti TE,2042.5
10 000 m,W,1995,1,Dóczi Éva VEDAC,Dóczi Éva,VEDAC,1990.63
10 000 m,W,1995,2,Pásztor Kornélia Debreceni MTE,Pásztor Kornélia,Debreceni MTE,1998.34
10 000 m,W,1995,3,Földingné Nagy Judit Győri Dózsa,Földingné Nagy Judit,Győri Dózsa,2027.27
10 000 m,W,1996,1,Pásztor Kornélia Debreceni MTE,Pásztor Kornélia,Debreceni MTE,2016.32
10 000 m,W,1996,2,Ágoston Zita Hunyadi DSE,Ágoston Zita,Hunyadi DSE,2020.91
10 000 m,W,1996,3,Földingné Nagy Judit Győri Dózsa,Földingné Nagy Judit,Győri Dózsa,2022.6
10 000 m,W,1997,1,Kálovics Anikó Haladás,Kálovics Anikó,Haladás,1986.56
10 000 m,W,1997,2,Földingné Nagy Judit Győri Dózsa,Földingné Nagy Judit,Győri Dózsa,2016.87
10 000 m,W,1997,3,Ágoston Zita BVSC,Ágoston Zita,BVSC,2087.35
10 000 m,W,1998,1,Kálovics Anikó Haladás VSE,Kálovics Anikó,Haladás VSE,2003.27
10 000 m,W,1998,2,Javos Anikó Újpesti TE,Javos Anikó,Újpesti TE,2019.9
10 000 m,W,1998,3,Csomor Erika BVSC,Csomor Erika,BVSC,2083.6
10 000 m,W,1999,1,Rakonczai Beáta BVSC,Rakonczai Beáta,BVSC,2008.33
10 000 m,W,1999,2,Csizi Réka Kaposvári Építők,Csizi Réka,Kaposvári Építők,2009.07
10 000 m,W,1999,3,Javos Anikó DAC,Javos Anikó,DAC,2011.04
10 000 m,W,2000,1,Rakonczai Beáta BVSC,Rakonczai Beáta,BVSC,2017.86
10 000 m,W,2000,2,Staicu Simona BVSC,Staicu Simona,BVSC,2018.8
10 000 m,W,2000,3,Csomor Erika BVSC,Csomor Erika,BVSC,2022.2
10 000 m,W,2001,1,Staicu Simona BVSC,Staicu Simona,BVSC,1956.88
10 000 m,W,2001,2,Kálovics Anikó Haladás VSE,Kálovics Anikó,Haladás VSE,1968.76
10 000 m,W,2001,3,Csomor Erika BVSC,Csomor Erika,BVSC,2010.28
10 000 m,W,2002,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,1988.65
10 000 m,W,2002,2,Rakonczai Beáta BVSC,Rakonczai Beáta,BVSC,1992.01
10 000 m,W,2002,3,Staicu Simona BVSC,Staicu Simona,BVSC,2028.6
10 000 m,W,2003,1,Staicu Simona BVSC,Staicu Simona,BVSC,1988.7
10 000 m,W,2003,2,Rakonczai Beáta BVSC,Rakonczai Beáta,BVSC,1991.41
10 000 m,W,2003,3,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,2033.32
10 000 m,W,2004,1,Kálovics Anikó Haladás VSE,Kálovics Anikó,Haladás VSE,1916.36
10 000 m,W,2004,2,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,1988.66
10 000 m,W,2004,3,Teveli Petra Újpesti TE,Teveli Petra,Újpesti TE,2099.6
10 000 m,W,2005,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,1959.61
10 000 m,W,2005,2,Teveli Petra Újpesti TE,Teveli Petra,Újpesti TE,2067.82
10 000 m,W,2005,3,Erdélyi Eszter Újpesti TE,Erdélyi Eszter,Újpesti TE,2077.82
10 000 m,W,2006,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,1973.2
10 000 m,W,2006,2,Rakonczai Beáta Nyíregyházi VSC,Rakonczai Beáta,Nyíregyházi VSC,2002.87
10 000 m,W,2006,3,Staicu Simona MISI SC,Staicu Simona,MISI SC,2030.63
10 000 m,W,2007,1,Staicu Simona MISI SC,Staicu Simona,MISI SC,2048.49
10 000 m,W,2007,2,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,2050.2
10 000 m,W,2007,3,Teveli Petra Újpesti TE,Teveli Petra,Újpesti TE,2054.15
10 000 m,W,2008,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,2020.22
10 000 m,W,2008,2,Teveli Petra Újpesti TE,Teveli Petra,Újpesti TE,2079.83
10 000 m,W,2008,3,Kostyál Ágnes Orosházi Triatlon,Kostyál Ágnes,Orosházi Triatlon,2213.09
10 000 m,W,2009,1,Kácser Zita Pécsi FK,Kácser Zita,Pécsi FK,2163.38
10 000 m,W,2009,2,Molnár Barbara MAC-Népstadion,Molnár Barbara,MAC-Népstadion,2166.35
10 000 m,W,2009,3,Kovács Ida VEDAC,Kovács Ida,VEDAC,2169.99
10 000 m,W,2010,1,Kálovics Anikó Zalaegerszegi AC,Kálovics Anikó,Zalaegerszegi AC,1953.41
10 000 m,W,2010,2,Staicu Simona MISI SC,Staicu Simona,MISI SC,2101.37
10 000 m,W,2010,3,Kovács Zsófia VEDAC,Kovács Zsófia,VEDAC,2101.6
10 000 m,W,2011,1,Czebei Réka Favorit AC Kaposvár,Czebei Réka,Favorit AC Kaposvár,2106.86
10 000 m,W,2011,2,Szederkényi-Takács Andrea Vasas,Szederkényi-Takács Andrea,Vasas,2113.58
10 000 m,W,2011,3,Kovács Zsófia Fanni VEDAC,Kovács Zsófia Fanni,VEDAC,2125.87
10 000 m,W,2012,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,2038.67
10 000 m,W,2012,2,Czebei Réka Favorit AC,Czebei Réka,Favorit AC,2053.97
10 000 m,W,2012,3,Kácser Zita Szolnoki MÁV,Kácser Zita,Szolnoki MÁV,2228.45
10 000 m,W,2013,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,1962.4
10 000 m,W,2013,2,Erdélyi Zsófia  Újpesti TE,Erdélyi Zsófia,Újpesti TE,2098.5
10 000 m,W,2013,3,Czebei Réka  Újpesti TE,Czebei Réka,Újpesti TE,2138.69
10 000 m,W,2014,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,1979.39
10 000 m,W,2014,2,Kácser Zita Békéscsabai AC,Kácser Zita,Békéscsabai AC,2127.63
10 000 m,W,2014,3,Kovács Zsófia VEDAC,Kovács Zsófia,VEDAC,2134.05
10 000 m,W,2015,1,Kácser Zita Békéscsabai AC,Kácser Zita,Békéscsabai AC,2053.04
10 000 m,W,2015,2,Gyürkés Viktória Ikarus BSE,Gyürkés Viktória,Ikarus BSE,2095.82
10 000 m,W,2015,3,Staicu Simona Dunakeszi VSE,Staicu Simona,Dunakeszi VSE,2141.55
10 000 m,W,2016,1,Kácser Zita Debreceni SC-SI,Kácser Zita,Debreceni SC-SI,2084.53
10 000 m,W,2016,2,Gyürkés Viktória Ikarus BSE,Gyürkés Viktória,Ikarus BSE,2134.64
10 000 m,W,2016,3,Somogyi Anett VEDAC,Somogyi Anett,VEDAC,2158.98
10 000 m,W,2017,1,Papp Krisztina Újpesti TE,Papp Krisztina,Újpesti TE,1999.99
10 000 m,W,2017,2,Kácser Zita Debreceni SC-SI,Kácser Zita,Debreceni SC-SI,2079.45
10 000 m,W,2017,3,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,2123.56
10 000 m,W,2018,1,Kácser Zita Debreceni SC-SI,Kácser Zita,Debreceni SC-SI,1987.64
10 000 m,W,2018,2,Tóth Lili Anna Bp. Honvéd,Tóth Lili Anna,Bp. Honvéd,2139.53
10 000 m,W,2018,3,Gulyás Vera Debreceni SC-SI,Gulyás Vera,Debreceni SC-SI,2145.08
10 000 m,W,2019,1,Tóth Lili Anna Bp. Honvéd,Tóth Lili Anna,Bp. Honvéd,2083.3
10 000 m,W,2019,2,Mógor Boglárka Bp. Honvéd,Mógor Boglárka,Bp. Honvéd,2122.26
10 000 m,W,2019,3,Gulyás Vera Debreceni SC-SI,Gulyás Vera,Debreceni SC-SI,2138.17
10 000 m,W,2020,1,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,2093.42
10 000 m,W,2020,2,Kácser Zita Debreceni SC-SI,Kácser Zita,Debreceni SC-SI,2107.14
10 000 m,W,2020,3,Kovács-Garami Katalin Bp. Honvéd,Kovács-Garami Katalin,Bp. Honvéd,2146.05
10 000 m,W,2021,1,Szabó Nóra Margitszigeti AC,Szabó Nóra,Margitszigeti AC,2037.7
10 000 m,W,2021,2,Merényi Panna Bp. Honvéd,Merényi Panna,Bp. Honvéd,2204.93
10 000 m,W,2021,3,Zákányi Panna Diósgyőri VTK,Zákányi Panna,Diósgyőri VTK,2394.22
10 000 m,W,2022,1,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,2053.54
10 000 m,W,2022,2,Szabó Nóra Margitszigeti AC,Szabó Nóra,Margitszigeti AC,2074.87
10 000 m,W,2022,3,Erdélyi Zsófia Csömöri Sport Kft,Erdélyi Zsófia,Csömöri Sport Kft,2167.55
10 000 m,W,2023,1,Szabó Nóra Margitszigeti AC,Szabó Nóra,Margitszigeti AC,2035.69
10 000 m,W,2023,2,Kocsis Kata Ferencvárosi TC,Kocsis Kata,Ferencvárosi TC,2326.88
10 000 m,W,2023,3,Kovács Fruzsina Dóra BEAC,Kovács Fruzsina Dóra,BEAC,2334.47
10 000 m,W,2024,1,Gyürkés Viktória Ikarus BSE,Gyürkés Viktória,Ikarus BSE,1965.88
10 000 m,W,2024,2,Böhm Lilla Bp. Honvéd,Böhm Lilla,Bp. Honvéd,2034.16
10 000 m,W,2024,3,Tomaschof Kata Ferencvárosi TC,Tomaschof Kata,Ferencvárosi TC,2243.14
10 000 m,W,2025,1,Vindics-Tóth Lili Anna Bp. Honvéd,Vindics-Tóth Lili Anna,Bp. Honvéd,1981.6
10 000 m,W,2025,2,Szabó Nóra MTK Budapest,Szabó Nóra,MTK Budapest,1992.79
10 000 m,W,2025,3,Wagner-Gyürkés Viktória Ikarus BSE,Wagner-Gyürkés Viktória,Ikarus BSE,2104.48
100 m,M,1945,1,Csányi György Újpesti TE,Csányi György,Újpesti TE,11.1
100 m,M,1945,2,Hegyesi Antal  Újpesti TE,Hegyesi Antal,Újpesti TE,11.3
100 m,M,1945,3,Ónody László Testvériség,Ónody László,Testvériség,11.4
100 m,M,1946,1,Tima Ferenc Szegedi EAC,Tima Ferenc,Szegedi EAC,10.9
100 m,M,1946,2,Bartha László Vasas SC,Bartha László,Vasas SC,11.0
100 m,M,1946,3,Márton Gyula Szegedi-Tisza VSE,Márton Gyula,Szegedi-Tisza VSE,11.1
100 m,M,1947,1,Goldoványi Béla MAFC,Goldoványi Béla,MAFC,10.8
100 m,M,1947,2,Bartha László Vasas SC,Bartha László,Vasas SC,11.0
100 m,M,1947,3,Csányi György Újpesti TE,Csányi György,Újpesti TE,11.1
100 m,M,1948,1,Csányi György Újpesti TE,Csányi György,Újpesti TE,10.8
100 m,M,1948,2,Bartha László Bp. Vasas,Bartha László,Bp. Vasas,10.9
100 m,M,1948,3,Tima Ferenc Bp. Vasas,Tima Ferenc,Bp. Vasas,11.0
100 m,M,1949,1,Csányi György Újpesti TE,Csányi György,Újpesti TE,10.7
100 m,M,1949,2,Szebeni Ottó MTK,Szebeni Ottó,MTK,10.7
100 m,M,1949,3,Varasdi Géza Csepeli MTK,Varasdi Géza,Csepeli MTK,10.8
100 m,M,1950,1,Szebeni Ottó Textiles,Szebeni Ottó,Textiles,10.6
100 m,M,1950,2,Goldoványi Béla Bp. Dózsa,Goldoványi Béla,Bp. Dózsa,10.6
100 m,M,1950,3,Varasdi Géza Csepeli Vasas,Varasdi Géza,Csepeli Vasas,10.7
100 m,M,1951,1,Varasdi Géza Budapest,Varasdi Géza,Budapest,10.7
100 m,M,1951,2,Karádi Péter Budapest,Karádi Péter,Budapest,10.8
100 m,M,1951,3,Csányi György Budapest,Csányi György,Budapest,10.9
100 m,M,1952,1,Goldoványi Béla Dózsa SE,Goldoványi Béla,Dózsa SE,10.7
100 m,M,1952,2,Varasdi Géza SZOT I.,Varasdi Géza,SZOT I.,10.8
100 m,M,1952,3,Zarándi László Haladás SE,Zarándi László,Haladás SE,10.9
100 m,M,1953,1,Goldoványi Béla Budapest,Goldoványi Béla,Budapest,10.7
100 m,M,1953,2,Zarándi László Budapest,Zarándi László,Budapest,10.9
100 m,M,1953,3,Varasdi Géza Budapest,Varasdi Géza,Budapest,10.9
100 m,M,1954,1,Goldoványi Béla Dózsa SE,Goldoványi Béla,Dózsa SE,10.5
100 m,M,1954,2,Zarándi László Haladás,Zarándi László,Haladás,10.8
100 m,M,1954,3,Sebestyén Tamás Haladás,Sebestyén Tamás,Haladás,10.9
100 m,M,1955,1,Goldoványi Béla Bp. Építők,Goldoványi Béla,Bp. Építők,10.6
100 m,M,1955,2,Jakabfy Sándor Bp. Haladás,Jakabfy Sándor,Bp. Haladás,10.7
100 m,M,1955,3,Sebestyén Tamás Bp. Haladás,Sebestyén Tamás,Bp. Haladás,10.7
100 m,M,1956,1,Varasdi Géza Csepeli Vasas,Varasdi Géza,Csepeli Vasas,10.6
100 m,M,1956,2,Goldoványi Béla Építők,Goldoványi Béla,Építők,10.8
100 m,M,1956,3,Jakabfy Sándor Haladás,Jakabfy Sándor,Haladás,10.9
100 m,M,1957,1,Jakabfy Sándor BEAC,Jakabfy Sándor,BEAC,10.4
100 m,M,1957,2,Goldoványi Béla Bp. Építők,Goldoványi Béla,Bp. Építők,10.5
100 m,M,1957,3,Kiss László Tatabányai SC,Kiss László,Tatabányai SC,10.7
100 m,M,1958,1,Goldoványi Béla Bp. Építők,Goldoványi Béla,Bp. Építők,10.7
100 m,M,1958,2,Jakabfy Sándor BEAC,Jakabfy Sándor,BEAC,10.8
100 m,M,1958,3,Gyuricza György BVSC,Gyuricza György,BVSC,10.9
100 m,M,1959,1,Kiss László Tatabányai Bányász,Kiss László,Tatabányai Bányász,10.5
100 m,M,1959,2,Csiszár István Győri ETO,Csiszár István,Győri ETO,10.8
100 m,M,1959,3,Tóth Béla Tatabányai Bányász,Tóth Béla,Tatabányai Bányász,10.9
100 m,M,1960,1,Kiss László Tatabányai Bányász,Kiss László,Tatabányai Bányász,10.8
100 m,M,1960,2,Mihályfi László TFSE,Mihályfi László,TFSE,10.9
100 m,M,1960,3,Csiszár István Tatabányai Bányász,Csiszár István,Tatabányai Bányász,10.9
100 m,M,1961,1,Csutorás Csaba Bp. Honvéd,Csutorás Csaba,Bp. Honvéd,10.5
100 m,M,1961,2,Kiss László Tatabányai Bányász,Kiss László,Tatabányai Bányász,10.7
100 m,M,1961,3,Mihályfi László TFSE,Mihályfi László,TFSE,10.8
100 m,M,1962,1,Csutorás Csaba Bp. Honvéd,Csutorás Csaba,Bp. Honvéd,10.4
100 m,M,1962,2,Mihályfi László TFSE,Mihályfi László,TFSE,10.5
100 m,M,1962,3,Rábai Gyula Újpesti Dózsa,Rábai Gyula,Újpesti Dózsa,10.6
100 m,M,1963,1,Csutorás Csaba Bp. Honvéd,Csutorás Csaba,Bp. Honvéd,10.5
100 m,M,1963,2,Mihályfi László TFSE,Mihályfi László,TFSE,10.8
100 m,M,1963,3,Rábai Gyula Újpesti Dózsa,Rábai Gyula,Újpesti Dózsa,10.9
100 m,M,1964,1,Csutorás Csaba Bp. Honvéd,Csutorás Csaba,Bp. Honvéd,10.8
100 m,M,1964,2,Rozsnyai Huba MAFC,Rozsnyai Huba,MAFC,10.9
100 m,M,1964,3,Mihályfi László BEAC,Mihályfi László,BEAC,10.9
100 m,M,1965,1,Rozsnyai Huba MAFC,Rozsnyai Huba,MAFC,10.7
100 m,M,1965,2,Rábai Gyula Újpesti Dózsa,Rábai Gyula,Újpesti Dózsa,10.7
100 m,M,1965,3,Csutorás Csaba Bp. Honvéd,Csutorás Csaba,Bp. Honvéd,10.8
100 m,M,1966,1,Mihályfi László BEAC,Mihályfi László,BEAC,10.6
100 m,M,1966,2,Rábai Gyula Újpesti Dózsa,Rábai Gyula,Újpesti Dózsa,10.7
100 m,M,1966,3,Hajdú Lajos TFSE,Hajdú Lajos,TFSE,10.8
100 m,M,1967,1,Mihályfi László BEAC,Mihályfi László,BEAC,10.5
100 m,M,1967,2,Hajdu Lajos TFSE,Hajdu Lajos,TFSE,10.5
100 m,M,1967,3,Istóczky József Újpesti Dózsa,Istóczky József,Újpesti Dózsa,10.5
100 m,M,1968,1,Farkas Tibor Bp. Honvéd,Farkas Tibor,Bp. Honvéd,10.6
100 m,M,1968,2,Mihályfi László BEAC,Mihályfi László,BEAC,10.7
100 m,M,1968,3,Rábai Gyula Újpesti Dózsa,Rábai Gyula,Újpesti Dózsa,10.7
100 m,M,1969,1,Mihályfi László BEAC,Mihályfi László,BEAC,10.8
100 m,M,1969,2,Farkas Tibor Bp. Honvéd,Farkas Tibor,Bp. Honvéd,10.9
100 m,M,1969,3,Bátori István Újpesti Dózsa,Bátori István,Újpesti Dózsa,10.9
100 m,M,1970,1,Farkas Tibor Bp. Honvéd,Farkas Tibor,Bp. Honvéd,10.5
100 m,M,1970,2,Mihályfi László BEAC,Mihályfi László,BEAC,10.6
100 m,M,1970,3,Sille József Tatabányai Bányász,Sille József,Tatabányai Bányász,10.7
100 m,M,1971,1,Farkas Tibor Bp. Honvéd,Farkas Tibor,Bp. Honvéd,10.6
100 m,M,1971,2,Hajdú Lajos BEAC,Hajdú Lajos,BEAC,10.7
100 m,M,1971,3,Mihályfi László BEAC,Mihályfi László,BEAC,10.7
100 m,M,1972,1,Bátori István Újpesti Dózsa,Bátori István,Újpesti Dózsa,10.3
100 m,M,1972,2,Farkas Tibor Bp. Honvéd,Farkas Tibor,Bp. Honvéd,10.6
100 m,M,1972,3,Magyar Gyula Bp. Honvéd,Magyar Gyula,Bp. Honvéd,10.6
100 m,M,1973,1,Gresa Lajos Gödöllői EAC,Gresa Lajos,Gödöllői EAC,10.7
100 m,M,1973,2,Farkas Tibor Bp. Honvéd,Farkas Tibor,Bp. Honvéd,10.8
100 m,M,1973,3,Lépold Endre Mohácsi TE,Lépold Endre,Mohácsi TE,10.8
100 m,M,1974,1,Farkas Tibor Bp. Honvéd,Farkas Tibor,Bp. Honvéd,10.4
100 m,M,1974,2,Korona László Bp. Spartacus,Korona László,Bp. Spartacus,10.5
100 m,M,1974,3,Bátori István Újpesti Dózsa,Bátori István,Újpesti Dózsa,10.6
100 m,M,1975,1,Lépold Endre Pécsi MSC,Lépold Endre,Pécsi MSC,10.5
100 m,M,1975,2,Gresa Lajos Ferencvárosi TC,Gresa Lajos,Ferencvárosi TC,10.5
100 m,M,1975,3,Lukács László Pécsi MSC,Lukács László,Pécsi MSC,10.6
100 m,M,1976,1,Gresa Lajos Ferencvárosi TC,Gresa Lajos,Ferencvárosi TC,10.3
100 m,M,1976,2,Tatár István Bp. Honvéd,Tatár István,Bp. Honvéd,10.4
100 m,M,1976,3,Korona László Bp. Spartacus,Korona László,Bp. Spartacus,10.5
100 m,M,1977,1,Gresa Lajos Ferencvárosi TC,Gresa Lajos,Ferencvárosi TC,10.69
100 m,M,1977,2,Tatár István Bp. Honvéd,Tatár István,Bp. Honvéd,10.85
100 m,M,1977,3,Lépold Endre Pécsi MSC,Lépold Endre,Pécsi MSC,10.89
100 m,M,1978,1,Nagy István Hevesi SE,Nagy István,Hevesi SE,10.7
100 m,M,1978,2,Babály László Debreceni MTE,Babály László,Debreceni MTE,10.8
100 m,M,1978,3,Tatár István Bp. Honvéd,Tatár István,Bp. Honvéd,10.82
100 m,M,1979,1,Tatár István Bp. Honvéd,Tatár István,Bp. Honvéd,10.55
100 m,M,1979,2,Kiss Ferenc Csepel SC,Kiss Ferenc,Csepel SC,10.61
100 m,M,1979,3,Nagy István Hevesi SE,Nagy István,Hevesi SE,10.68
100 m,M,1980,1,Kiss Ferenc Csepel SC,Kiss Ferenc,Csepel SC,10.33
100 m,M,1980,2,Nagy István Hevesi SE,Nagy István,Hevesi SE,10.47
100 m,M,1980,3,Tatár István Bp. Honvéd,Tatár István,Bp. Honvéd,10.64
100 m,M,1981,1,Kovács Attila Szekszárdi Dózsa,Kovács Attila,Szekszárdi Dózsa,10.54
100 m,M,1981,2,Nagy István Hevesi SE,Nagy István,Hevesi SE,10.57
100 m,M,1981,3,Kiss Ferenc Csepel SC,Kiss Ferenc,Csepel SC,10.58
100 m,M,1982,1,Nagy István Hevesi SE,Nagy István,Hevesi SE,10.41
100 m,M,1982,2,Kiss Ferenc Csepel SC,Kiss Ferenc,Csepel SC,10.44
100 m,M,1982,3,Kovács Attila Szekszárdi Dózsa,Kovács Attila,Szekszárdi Dózsa,10.53
100 m,M,1983,1,Kiss Ferenc Csepel SC,Kiss Ferenc,Csepel SC,10.26
100 m,M,1983,2,Tatár István Bp. Honvéd,Tatár István,Bp. Honvéd,10.29
100 m,M,1983,3,Nagy István Hevesi SE,Nagy István,Hevesi SE,10.3
100 m,M,1984,1,Kovács Attila Újpesti Dózsa,Kovács Attila,Újpesti Dózsa,10.37
100 m,M,1984,2,Tatár István Bp. Honvéd,Tatár István,Bp. Honvéd,10.43
100 m,M,1984,3,Kiss Ferenc Csepel SC,Kiss Ferenc,Csepel SC,10.48
100 m,M,1985,1,Kovács Attila Újpesti Dózsa,Kovács Attila,Újpesti Dózsa,10.27
100 m,M,1985,2,Tatár István Bp. Honvéd,Tatár István,Bp. Honvéd,10.33
100 m,M,1985,3,Nagy István Hevesi SE,Nagy István,Hevesi SE,10.35
100 m,M,1986,1,Kovács Attila Újpesti Dózsa,Kovács Attila,Újpesti Dózsa,10.29
100 m,M,1986,2,Tatár István Bp. Honvéd,Tatár István,Bp. Honvéd,10.4
100 m,M,1986,3,Havas Endre Csaba KSC,Havas Endre Csaba,KSC,10.55
100 m,M,1987,1,Kovács Attila Újpesti Dózsa,Kovács Attila,Újpesti Dózsa,10.09
100 m,M,1987,2,Nagy István Újpesti Dózsa,Nagy István,Újpesti Dózsa,10.26
100 m,M,1987,3,Karaffa László Bp. Honvéd,Karaffa László,Bp. Honvéd,10.43
100 m,M,1988,1,Kovács Attila Újpesti Dózsa,Kovács Attila,Újpesti Dózsa,10.28
100 m,M,1988,2,Tatár István Bp. Honvéd,Tatár István,Bp. Honvéd,10.41
100 m,M,1988,3,Karaffa László Bp. Honvéd,Karaffa László,Bp. Honvéd,10.46
100 m,M,1989,1,Kovács Attila Újpesti Dózsa,Kovács Attila,Újpesti Dózsa,10.34
100 m,M,1989,2,Karaffa László Bp. Honvéd,Karaffa László,Bp. Honvéd,10.54
100 m,M,1989,3,Havas Endre Kecskeméti SC,Havas Endre,Kecskeméti SC,10.6
100 m,M,1990,1,Kovács Attila Újpesti Dózsa,Kovács Attila,Újpesti Dózsa,10.3
100 m,M,1990,2,Karaffa László Bp. Honvéd,Karaffa László,Bp. Honvéd,10.3
100 m,M,1990,3,Rezák Pál Újpesti Dózsa,Rezák Pál,Újpesti Dózsa,10.4
100 m,M,1991,1,Kovács Attila Újpesti TE,Kovács Attila,Újpesti TE,10.26
100 m,M,1991,2,Zajovics Csaba Győri Dózsa,Zajovics Csaba,Győri Dózsa,10.47
100 m,M,1991,3,Rezák Pál Újpesti TE,Rezák Pál,Újpesti TE,10.53
100 m,M,1992,1,Kovács Attila Újpesti TE,Kovács Attila,Újpesti TE,10.44
100 m,M,1992,2,Karaffa László Bp. Honvéd,Karaffa László,Bp. Honvéd,10.49
100 m,M,1993,1,Rezák Pál Újpesti TE,Rezák Pál,Újpesti TE,10.63
100 m,M,1993,2,Karaffa László Bp. Honvéd,Karaffa László,Bp. Honvéd,10.64
100 m,M,1993,3,Kovács Attila Újpesti TE,Kovács Attila,Újpesti TE,10.64
100 m,M,1994,1,Kovács Attila Újpesti TE,Kovács Attila,Újpesti TE,10.66
100 m,M,1994,2,Alexa Szabolcs Zalaegerszegi AC,Alexa Szabolcs,Zalaegerszegi AC,10.76
100 m,M,1994,3,Rezák Pál Újpesti TE,Rezák Pál,Újpesti TE,10.78
100 m,M,1995,1,Rezák Pál Újpesti TE,Rezák Pál,Újpesti TE,10.51
100 m,M,1995,2,Makláry Szabolcs Bp. Honvéd,Makláry Szabolcs,Bp. Honvéd,10.59
100 m,M,1995,3,Karaffa László Bp. Honvéd,Karaffa László,Bp. Honvéd,10.6
100 m,M,1996,1,Alexa Szabolcs Vaker,Alexa Szabolcs,Vaker,10.57
100 m,M,1996,2,Gyulai Miklós Bp. Honvéd,Gyulai Miklós,Bp. Honvéd,10.71
100 m,M,1996,3,Dobos György Újpesti TE,Dobos György,Újpesti TE,10.72
100 m,M,1997,1,Dobos Gábor Bp. Honvéd,Dobos Gábor,Bp. Honvéd,10.5
100 m,M,1997,2,Gyulai Miklós Bp. Honvéd,Gyulai Miklós,Bp. Honvéd,10.55
100 m,M,1997,3,Alexa Szabolcs Zalaegerszegi AC,Alexa Szabolcs,Zalaegerszegi AC,10.6
100 m,M,1998,1,Dobos Gábor Bp. Honvéd,Dobos Gábor,Bp. Honvéd,10.32
100 m,M,1998,2,Gyulai Miklós Nyíregyházi VSC,Gyulai Miklós,Nyíregyházi VSC,10.4
100 m,M,1998,3,Németh Roland Soproni SI,Németh Roland,Soproni SI,10.47
100 m,M,1999,1,Dobos Gábor Bp. Honvéd,Dobos Gábor,Bp. Honvéd,10.26
100 m,M,1999,2,Németh Roland Soproni SI,Németh Roland,Soproni SI,10.37
100 m,M,1999,3,Kovács Viktor Szolnoki MÁV,Kovács Viktor,Szolnoki MÁV,10.55
100 m,M,2000,1,Dobos Gábor Bp. Honvéd,Dobos Gábor,Bp. Honvéd,10.21
100 m,M,2000,2,Kovács Viktor Szolnoki MÁV,Kovács Viktor,Szolnoki MÁV,10.41
100 m,M,2000,3,Pauer Géza Bp. Honvéd,Pauer Géza,Bp. Honvéd,10.42
100 m,M,2001,1,Kovács Viktor Szolnoki MÁV,Kovács Viktor,Szolnoki MÁV,10.64
100 m,M,2001,2,Kandár Zoltán Ferencvárosi TC,Kandár Zoltán,Ferencvárosi TC,10.68
100 m,M,2001,3,Pauer Géza Bp. Honvéd,Pauer Géza,Bp. Honvéd,10.73
100 m,M,2002,1,Németh Roland Soproni AC,Németh Roland,Soproni AC,10.28
100 m,M,2002,2,Babály László Szolnoki MÁV,Babály László,Szolnoki MÁV,10.43
100 m,M,2002,3,Nagy Gergely Újpesti TE,Nagy Gergely,Újpesti TE,10.62
100 m,M,2003,1,Dobos Gábor Bp. Honvéd,Dobos Gábor,Bp. Honvéd,10.34
100 m,M,2003,2,Pauer Géza Bp. Honvéd,Pauer Géza,Bp. Honvéd,10.4
100 m,M,2003,3,Németh Gergely Soproni AC,Németh Gergely,Soproni AC,10.41
